age,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,noadditionallines,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration,churn,year,month
13,185733,0.02,0.03,4251097863,6529,No,Master or equivalent,Female,Yes,Married,96,\N,2,4,68,Others,405,AL,279,72,No,No,0.2,3331,666,0,2015,2
29,183762,0.04,0,4251042430,6530,Yes,High School or below,Male,Yes,Single,104,\N,1,2,9,Others,265,LA,282,182,No,No,0.41,7221,902,0,2015,1
29,183762,0.04,0,4251042430,6530,Yes,High School or below,Male,Yes,Single,104,\N,1,2,9,Others,265,LA,282,182,No,No,0.41,2435,487,0,2015,2
31,238719,0.07,0,4251027126,6531,Yes,High School or below,Female,No,Married,75,\N,2,4,78,Others,441,GA,381,217,No,Yes,0.94,6897,862,0,2015,1
31,238719,0.07,0,4251027126,6531,Yes,High School or below,Female,No,Married,75,\N,2,4,78,Others,441,GA,381,217,No,Yes,0.94,3342,668,0,2015,2
34,43676,0.03,0,4251025815,6532,Yes,High School or below,Female,Yes,Single,45,\N,3,6,47,Others,117,AZ,481,2,No,No,0.47,2288,572,0,2015,1
34,43676,0.03,0,4251025815,6532,Yes,High School or below,Female,Yes,Single,45,\N,3,6,47,Others,117,AZ,481,2,No,No,0.47,3069,767,0,2015,2
36,98634,0.07,0.03,4251083013,6533,Yes,High School or below,Male,Yes,Single,16,\N,0,0,17,Others,294,VA,80,37,No,No,0,1094,273,0,2015,1
36,98634,0.07,0.03,4251083013,6533,Yes,High School or below,Male,Yes,Single,16,\N,0,0,17,Others,294,VA,80,37,No,No,0,1983,991,0,2015,2
36,98634,0.07,0.03,4251083013,6533,Yes,High School or below,Male,Yes,Single,16,\N,0,0,17,Others,294,VA,80,37,No,No,0,479,479,0,2015,3
38,153591,0.02,0.03,4251068618,6534,Yes,High School or below,Male,Yes,Married,107,\N,1,2,86,Others,470,PA,179,72,No,No,0.53,1148,574,0,2015,1
38,153591,0.02,0.03,4251068618,6534,Yes,High School or below,Male,Yes,Married,107,\N,1,2,86,Others,470,PA,179,72,No,No,0.53,3916,652,0,2015,2
38,153591,0.02,0.03,4251068618,6534,Yes,High School or below,Male,Yes,Married,107,\N,1,2,86,Others,470,PA,179,72,No,No,0.53,801,801,0,2015,3
54,151620,0.04,0,4251062025,6535,Yes,Bachelor or equivalent,Male,No,Married,114,\N,0,0,26,Others,330,CA,183,182,No,No,0.74,7599,949,0,2015,1
54,151620,0.04,0,4251062025,6535,Yes,Bachelor or equivalent,Male,No,Married,114,\N,0,0,26,Others,330,CA,183,182,No,No,0.74,4429,738,0,2015,2
56,206578,0,0,4251010372,6536,Yes,Bachelor or equivalent,Male,Yes,Single,85,\N,1,2,96,Others,6,WV,282,217,No,No,0.27,4143,690,1,2015,1
56,206578,0,0,4251010372,6536,Yes,Bachelor or equivalent,Male,Yes,Single,85,\N,1,2,96,Others,6,WV,282,217,No,No,0.27,2492,830,1,2015,2
58,11535,0.03,0,4251060834,6537,Yes,Bachelor or equivalent,Female,No,Single,56,\N,2,4,65,Others,182,SC,381,2,No,No,0.81,5097,1019,0,2015,1
58,11535,0.03,0,4251060834,6537,Yes,Bachelor or equivalent,Female,No,Single,56,\N,2,4,65,Others,182,SC,381,2,No,No,0.81,1844,614,0,2015,2
60,66493,0.07,0.03,4251031005,6538,Yes,Master or equivalent,Female,Yes,Married,27,\N,0,6,34,Others,359,NC,481,37,No,No,0.34,3444,861,0,2015,1
60,66493,0.07,0.03,4251031005,6538,Yes,Master or equivalent,Female,Yes,Married,27,\N,0,6,34,Others,359,NC,481,37,No,No,0.34,4718,1179,0,2015,2
76,64522,0.01,0.01,4251012573,6539,Yes,PhD or equivalent,Female,Yes,Single,34,\N,2,4,75,Others,219,WY,484,147,No,No,0.55,3827,546,0,2015,1
76,64522,0.01,0.01,4251012573,6539,Yes,PhD or equivalent,Female,Yes,Single,34,\N,2,4,75,Others,219,WY,484,147,No,No,0.55,3849,962,0,2015,2
76,64522,0.01,0.01,4251012573,6539,Yes,PhD or equivalent,Female,Yes,Single,34,\N,2,4,75,Others,219,WY,484,147,No,No,0.55,1085,1085,0,2015,3
78,119479,0.05,0,4251095169,6540,Yes,High School or below,Female,Yes,Married,5,\N,3,6,44,Others,395,TN,83,182,No,No,0.08,7506,834,0,2015,1
78,119479,0.05,0,4251095169,6540,Yes,High School or below,Female,Yes,Married,5,\N,3,6,44,Others,395,TN,83,182,No,No,0.08,5568,696,0,2015,2
12,174436,0,0,4251041257,6541,Yes,High School or below,Female,No,Single,96,\N,1,0,14,Others,71,OH,183,217,No,No,0.61,3695,739,0,2015,1
12,174436,0,0,4251041257,6541,Yes,High School or below,Female,No,Single,96,\N,1,0,14,Others,71,OH,183,217,No,No,0.61,5034,839,0,2015,2
15,229394,0.04,0,4251077061,6542,Yes,High School or below,Male,Yes,Married,67,\N,2,2,83,Others,248,NV,282,2,No,Yes,0.14,4357,622,0,2015,1
15,229394,0.04,0,4251077061,6542,Yes,High School or below,Male,Yes,Married,67,\N,2,2,83,Others,248,NV,282,2,No,Yes,0.14,7323,813,0,2015,2
31,227423,0.06,0.01,4251048190,6543,Yes,High School or below,Female,Yes,Single,74,\N,0,0,23,Others,108,UT,285,112,No,No,0.35,3085,771,0,2015,1
31,227423,0.06,0.01,4251048190,6543,Yes,High School or below,Female,Yes,Single,74,\N,0,0,23,Others,108,UT,285,112,No,No,0.35,2614,871,0,2015,2
33,32380,0.02,0.01,4251065895,6544,Yes,High School or below,Male,Yes,Married,45,\N,2,2,93,Others,284,OR,385,147,Yes,No,0.88,5521,690,0,2015,1
33,32380,0.02,0.01,4251065895,6544,Yes,High School or below,Male,Yes,Married,45,\N,2,2,93,Others,284,OR,385,147,Yes,No,0.88,7187,898,0,2015,2
35,87338,0.05,0,4251087314,6545,Yes,Bachelor or equivalent,Male,Yes,Single,16,\N,3,4,62,Others,460,NJ,484,182,No,No,0.41,1433,716,0,2015,1
35,87338,0.05,0,4251087314,6545,Yes,Bachelor or equivalent,Male,Yes,Single,16,\N,3,4,62,Others,460,NJ,484,182,No,No,0.41,5408,600,0,2015,2
35,87338,0.05,0,4251087314,6545,Yes,Bachelor or equivalent,Male,Yes,Single,16,\N,3,4,62,Others,460,NJ,484,182,No,No,0.41,107,107,0,2015,3
37,142295,0.01,0,4251039898,6546,Yes,Bachelor or equivalent,Female,Yes,Married,107,\N,0,6,31,Others,136,MI,83,217,No,No,0.94,3164,791,0,2015,1
37,142295,0.01,0,4251039898,6546,Yes,Bachelor or equivalent,Female,Yes,Married,107,\N,0,6,31,Others,136,MI,83,217,No,No,0.94,3369,673,0,2015,2
53,140324,0.03,0.01,4251024242,6547,Yes,Bachelor or equivalent,Male,Yes,Single,114,\N,3,4,72,Non-technology Related Job,497,RI,87,77,No,No,0.15,4268,853,0,2015,1
53,140324,0.03,0.01,4251024242,6547,Yes,Bachelor or equivalent,Male,Yes,Single,114,\N,3,4,72,Non-technology Related Job,497,RI,87,77,No,No,0.15,2968,989,0,2015,2
55,195282,0.06,0.01,4251067181,6548,Yes,Master or equivalent,Female,No,Married,85,\N,0,6,41,Others,173,NY,186,112,No,No,0.68,4129,1032,0,2015,1
55,195282,0.06,0.01,4251067181,6548,Yes,Master or equivalent,Female,No,Married,85,\N,0,6,41,Others,173,NY,186,112,No,No,0.68,5443,604,0,2015,2
57,239,0.02,0.01,4251030309,6549,Yes,Master or equivalent,Female,Yes,Single,56,\N,1,0,11,Others,349,MS,285,147,No,No,0.22,3121,780,0,2015,1
57,239,0.02,0.01,4251030309,6549,Yes,Master or equivalent,Female,Yes,Single,56,\N,1,0,11,Others,349,MS,285,147,No,No,0.22,1566,391,0,2015,2
59,55196,0.06,0,4251096746,6550,Yes,High School or below,Male,Yes,Married,27,\N,2,2,80,Others,25,KY,384,182,No,No,0.75,2971,594,0,2015,1
59,55196,0.06,0,4251096746,6550,Yes,High School or below,Male,Yes,Married,27,\N,2,2,80,Others,25,KY,384,182,No,No,0.75,5109,638,0,2015,2
62,110154,0.01,0,4251095897,6551,Yes,High School or below,Male,Yes,Single,118,\N,0,4,49,Others,202,GA,484,217,No,No,0.28,3539,707,0,2015,1
62,110154,0.01,0,4251095897,6551,Yes,High School or below,Male,Yes,Single,118,\N,0,4,49,Others,202,GA,484,217,No,No,0.28,4943,823,0,2015,2
77,108183,0.03,0.01,4251046400,6552,Yes,High School or below,Male,Yes,Married,5,\N,2,2,90,Non-technology Related Job,62,NE,487,77,No,No,0.49,4964,709,0,2015,1
77,108183,0.03,0.01,4251046400,6552,Yes,High School or below,Male,Yes,Married,5,\N,2,2,90,Non-technology Related Job,62,NE,487,77,No,No,0.49,4739,677,0,2015,2
12,163140,0.07,0.01,4251079557,6553,Yes,High School or below,Male,Yes,Single,96,\N,3,4,59,Others,238,ME,86,112,No,Yes,0.02,6069,867,1,2015,1
12,163140,0.07,0.01,4251079557,6553,Yes,High School or below,Male,Yes,Single,96,\N,3,4,59,Others,238,ME,86,112,No,Yes,0.02,5346,1069,1,2015,2
14,218098,0.03,0.01,4251040700,6554,Yes,High School or below,Female,No,Married,67,\N,1,6,28,Others,414,ID,186,147,No,No,0.55,3740,748,0,2015,1
14,218098,0.03,0.01,4251040700,6554,Yes,High School or below,Female,No,Married,67,\N,1,6,28,Others,414,ID,186,147,No,No,0.55,1699,849,0,2015,2
16,23055,0.06,0,4251088056,6555,Yes,High School or below,Female,Yes,Single,38,\N,2,0,98,Others,90,AR,285,182,No,No,0.08,7419,674,0,2015,1
16,23055,0.06,0,4251088056,6555,Yes,High School or below,Female,Yes,Single,38,\N,2,0,98,Others,90,AR,285,182,No,No,0.08,5813,1162,0,2015,2
46,133956,0.04,0.01,4251020708,6556,Yes,Bachelor or equivalent,Male,Yes,Single,95,\N,3,6,16,Others,263,CO,482,197,No,No,0.54,5143,734,0,2015,1
46,133956,0.04,0.01,4251020708,6556,Yes,Bachelor or equivalent,Male,Yes,Single,95,\N,3,6,16,Others,263,CO,482,197,No,No,0.54,4652,775,0,2015,2
34,76042,0.04,0.01,4251092960,6557,Yes,Bachelor or equivalent,Female,Yes,Single,16,\N,1,0,8,Others,127,IN,388,77,No,No,0.82,3477,1159,0,2015,1
34,76042,0.04,0.01,4251092960,6557,Yes,Bachelor or equivalent,Female,Yes,Single,16,\N,1,0,8,Others,127,IN,388,77,No,No,0.82,4276,712,0,2015,2
34,76042,0.04,0.01,4251092960,6557,Yes,Bachelor or equivalent,Female,Yes,Single,16,\N,1,0,8,Others,127,IN,388,77,No,No,0.82,488,488,0,2015,3
36,130999,0.07,0.01,4251084677,6558,Yes,Master or equivalent,Female,Yes,Married,107,\N,3,2,77,Others,303,CT,487,112,No,No,0.35,2498,416,0,2015,1
36,130999,0.07,0.01,4251084677,6558,Yes,Master or equivalent,Female,Yes,Married,107,\N,3,2,77,Others,303,CT,487,112,No,No,0.35,986,493,0,2015,2
38,185956,0.03,0.01,4251023708,6559,Yes,Master or equivalent,Male,Yes,Single,78,\N,0,4,46,Others,479,WI,86,147,No,No,0.88,2247,1123,0,2015,1
69,46857,0.01,0.01,4251072441,6560,Yes,Master or equivalent,Female,No,Single,15,\N,1,2,65,Others,152,AL,283,162,No,No,0.34,4082,1020,0,2015,1
69,46857,0.01,0.01,4251072441,6560,Yes,Master or equivalent,Female,No,Single,15,\N,1,2,65,Others,152,AL,283,162,No,No,0.34,4012,1003,0,2015,2
71,101814,0.05,0.01,4251043430,6561,Yes,High School or below,Female,Yes,Married,106,\N,2,4,34,Technology Related Job,328,UT,383,197,No,No,0.87,1900,475,0,2015,1
71,101814,0.05,0.01,4251043430,6561,Yes,High School or below,Female,Yes,Married,106,\N,2,4,34,Technology Related Job,328,UT,383,197,No,No,0.87,4987,712,0,2015,2
58,43900,0.04,0.01,4251078465,6562,Yes,High School or below,Male,Yes,Married,27,\N,1,6,26,Others,192,AL,288,77,No,No,0.16,3109,1036,0,2015,1
58,43900,0.04,0.01,4251078465,6562,Yes,High School or below,Male,Yes,Married,27,\N,1,6,26,Others,192,AL,288,77,No,No,0.16,4613,659,0,2015,2
61,98858,0,0.01,4251055812,6563,Yes,High School or below,Female,Yes,Single,117,\N,2,0,95,Others,368,UT,388,112,No,No,0.69,3129,782,0,2015,1
61,98858,0,0.01,4251055812,6563,Yes,High School or below,Female,Yes,Single,117,\N,2,0,95,Others,368,UT,388,112,No,No,0.69,5206,743,0,2015,2
63,153815,0.04,0.01,4251017941,6564,Yes,High School or below,Female,Yes,Single,88,\N,3,2,64,Others,44,OK,487,147,No,Yes,0.22,1272,318,0,2015,1
63,153815,0.04,0.01,4251017941,6564,Yes,High School or below,Female,Yes,Single,88,\N,3,2,64,Others,44,OK,487,147,No,Yes,0.22,4293,858,0,2015,2
25,14716,0.02,0.01,4251013627,6565,Yes,High School or below,Male,Yes,Married,26,\N,1,0,83,Others,217,PA,184,162,No,No,0.67,1782,594,0,2015,1
25,14716,0.02,0.01,4251013627,6565,Yes,High School or below,Male,Yes,Married,26,\N,1,0,83,Others,217,PA,184,162,No,No,0.67,3548,1182,0,2015,2
27,69673,0.05,0.01,4251047149,6566,Yes,High School or below,Female,No,Single,117,\N,2,2,52,Technology Related Job,393,NM,283,197,No,No,0.2,1265,1265,0,2015,1
27,69673,0.05,0.01,4251047149,6566,Yes,High School or below,Female,No,Single,117,\N,2,2,52,Technology Related Job,393,NM,283,197,No,No,0.2,2925,487,0,2015,2
27,69673,0.05,0.01,4251047149,6566,Yes,High School or below,Female,No,Single,117,\N,2,2,52,Technology Related Job,393,NM,283,197,No,No,0.2,166,166,0,2015,3
15,11759,0.05,0.01,4251008162,6567,Yes,Bachelor or equivalent,Male,Yes,Married,37,\N,0,4,43,Others,257,RI,189,77,No,No,0.49,2356,1178,0,2015,1
15,11759,0.05,0.01,4251008162,6567,Yes,Bachelor or equivalent,Male,Yes,Married,37,\N,0,4,43,Others,257,RI,189,77,No,No,0.49,5261,526,0,2015,2
15,11759,0.05,0.01,4251008162,6567,Yes,Bachelor or equivalent,Male,Yes,Married,37,\N,0,4,43,Others,257,RI,189,77,No,No,0.49,312,312,0,2015,3
17,66717,0.01,0.01,4251011239,6568,Yes,Bachelor or equivalent,Male,Yes,Single,8,\N,2,6,13,Others,433,NM,288,112,No,No,0.02,670,167,0,2015,1
17,66717,0.01,0.01,4251011239,6568,Yes,Bachelor or equivalent,Male,Yes,Single,8,\N,2,6,13,Others,433,NM,288,112,No,No,0.02,2014,503,0,2015,2
48,177617,0.07,0.01,4251064658,6569,Yes,Master or equivalent,Female,Yes,Married,66,\N,3,4,31,Others,106,NC,485,127,No,Yes,0.48,1415,471,1,2015,1
48,177617,0.07,0.01,4251064658,6569,Yes,Master or equivalent,Female,Yes,Married,66,\N,3,4,31,Others,106,NC,485,127,No,Yes,0.48,5102,850,1,2015,2
50,232574,0.02,0.01,4251044514,6570,Yes,Master or equivalent,Female,Yes,Married,37,\N,0,6,1,Others,282,MT,85,162,No,No,0.01,3931,655,0,2015,1
50,232574,0.02,0.01,4251044514,6570,Yes,Master or equivalent,Female,Yes,Married,37,\N,0,6,1,Others,282,MT,85,162,No,No,0.01,1698,424,0,2015,2
52,37532,0.06,0.01,4251078195,6571,Yes,PhD or equivalent,Male,Yes,Single,8,\N,1,0,70,Technology Related Job,458,LA,184,197,No,No,0.54,4160,594,0,2015,1
52,37532,0.06,0.01,4251078195,6571,Yes,PhD or equivalent,Male,Yes,Single,8,\N,1,0,70,Technology Related Job,458,LA,184,197,No,No,0.54,3107,443,0,2015,2
40,229618,0.05,0.01,4251100065,6572,Yes,High School or below,Female,Yes,Single,48,\N,0,2,61,Others,322,MT,90,77,No,No,0.82,6243,891,0,2015,1
40,229618,0.05,0.01,4251100065,6572,Yes,High School or below,Female,Yes,Single,48,\N,0,2,61,Others,322,MT,90,77,No,No,0.82,4249,531,0,2015,2
42,34575,0.01,0.01,4251088428,6573,Yes,High School or below,Female,Yes,Married,19,\N,1,4,31,Others,498,ME,189,112,No,No,0.36,1950,650,0,2015,1
42,34575,0.01,0.01,4251088428,6573,Yes,High School or below,Female,Yes,Married,19,\N,1,4,31,Others,498,ME,189,112,No,No,0.36,551,551,0,2015,2
72,145476,0.07,0.01,4251092642,6574,Yes,High School or below,Male,Yes,Married,77,\N,2,2,49,Others,171,MD,386,127,No,No,0.81,4747,593,0,2015,1
72,145476,0.07,0.01,4251092642,6574,Yes,High School or below,Male,Yes,Married,77,\N,2,2,49,Others,171,MD,386,127,No,No,0.81,3598,899,0,2015,2
74,200433,0.03,0.01,4251024401,6575,Yes,High School or below,Female,Yes,Single,48,\N,0,4,18,Others,347,IL,485,162,No,No,0.34,4176,1044,0,2015,1
74,200433,0.03,0.01,4251024401,6575,Yes,High School or below,Female,Yes,Single,48,\N,0,4,18,Others,347,IL,485,162,No,No,0.34,3773,628,0,2015,2
76,5391,0.06,0.01,4251048363,6576,Yes,High School or below,Female,Yes,Married,19,\N,1,6,88,Technology Related Job,23,CO,84,197,No,No,0.87,4250,708,0,2015,1
76,5391,0.06,0.01,4251048363,6576,Yes,High School or below,Female,Yes,Married,19,\N,1,6,88,Technology Related Job,23,CO,84,197,No,No,0.87,5731,818,0,2015,2
64,197477,0.06,0.01,4251077560,6577,Yes,Bachelor or equivalent,Male,No,Married,59,\N,3,0,79,Others,387,IL,490,77,No,No,0.16,2507,835,0,2015,1
64,197477,0.06,0.01,4251077560,6577,Yes,Bachelor or equivalent,Male,No,Married,59,\N,3,0,79,Others,387,IL,490,77,No,No,0.16,3369,842,0,2015,2
26,58377,0.04,0.02,4251098607,6578,Yes,Bachelor or equivalent,Female,Yes,Married,117,\N,1,6,98,Others,60,IA,187,92,No,No,0.61,3455,493,0,2015,1
26,58377,0.04,0.02,4251098607,6578,Yes,Bachelor or equivalent,Female,Yes,Married,117,\N,1,6,98,Others,60,IA,187,92,No,No,0.61,2395,598,0,2015,2
29,113334,0,0.01,4251018049,6579,Yes,Bachelor or equivalent,Male,Yes,Single,88,\N,2,0,67,Others,236,DE,286,127,No,No,0.15,2517,839,1,2015,1
29,113334,0,0.01,4251018049,6579,Yes,Bachelor or equivalent,Male,Yes,Single,88,\N,2,0,67,Others,236,DE,286,127,No,No,0.15,4035,807,1,2015,2
31,168292,0.03,0.01,4251064606,6580,Yes,Master or equivalent,Male,Yes,Married,59,\N,3,2,36,Technology Related Job,412,WY,386,162,No,Yes,0.68,1952,650,0,2015,1
31,168292,0.03,0.01,4251064606,6580,Yes,Master or equivalent,Male,Yes,Married,59,\N,3,2,36,Technology Related Job,412,WY,386,162,No,Yes,0.68,4930,616,0,2015,2
33,223249,0.07,0,4251032568,6581,Yes,Master or equivalent,Male,Yes,Single,29,\N,0,5,6,Technology Related Job,88,TX,485,197,No,No,0.21,6963,696,0,2015,1
33,223249,0.07,0,4251032568,6581,Yes,Master or equivalent,Male,Yes,Single,29,\N,0,5,6,Technology Related Job,88,TX,485,197,No,No,0.21,2647,661,0,2015,2
49,221278,0.01,0.02,4251079469,6582,Yes,High School or below,Male,Yes,Married,37,\N,3,2,46,Others,449,GA,488,57,No,No,0.42,3747,936,0,2015,1
49,221278,0.01,0.02,4251079469,6582,Yes,High School or below,Male,Yes,Married,37,\N,3,2,46,Others,449,GA,488,57,No,No,0.42,2365,788,0,2015,2
51,26236,0.05,0.02,4251074169,6583,Yes,High School or below,Male,No,Single,8,\N,0,4,15,Others,125,AK,88,92,No,No,0.95,9621,874,0,2015,1
51,26236,0.05,0.02,4251074169,6583,Yes,High School or below,Male,No,Single,8,\N,0,4,15,Others,125,AK,88,92,No,No,0.95,6731,673,0,2015,2
53,81193,0,0.01,4251025198,6584,Yes,High School or below,Female,Yes,Married,98,\N,1,6,85,Others,301,VT,187,127,No,No,0.48,7476,830,0,2015,1
53,81193,0,0.01,4251025198,6584,Yes,High School or below,Female,Yes,Married,98,\N,1,6,85,Others,301,VT,187,127,No,No,0.48,3965,991,0,2015,2
55,136151,0.04,0.01,4251025309,6585,Yes,High School or below,Female,Yes,Single,69,\N,2,1,54,Technology Related Job,477,PA,286,162,No,No,0.01,4418,631,0,2015,1
55,136151,0.04,0.01,4251025309,6585,Yes,High School or below,Female,Yes,Single,69,\N,2,1,54,Technology Related Job,477,PA,286,162,No,No,0.01,5092,848,0,2015,2
71,134180,0.06,0.02,4251048284,6586,No,High School or below,Female,Yes,Married,77,\N,1,6,95,Others,337,CA,290,22,No,No,0.22,5713,816,0,2015,1
71,134180,0.06,0.02,4251048284,6586,No,High School or below,Female,Yes,Married,77,\N,1,6,95,Others,337,CA,290,22,No,No,0.22,2255,563,0,2015,2
73,189137,0.02,0.02,4251054883,6587,Yes,Bachelor or equivalent,Female,Yes,Single,48,\N,2,0,64,Others,14,WA,389,57,No,No,0.75,3198,639,0,2015,1
73,189137,0.02,0.02,4251054883,6587,Yes,Bachelor or equivalent,Female,Yes,Single,48,\N,2,0,64,Others,14,WA,389,57,No,No,0.75,4641,928,0,2015,2
76,244094,0.05,0.02,4251012402,6588,Yes,Bachelor or equivalent,Male,Yes,Married,18,\N,3,2,33,Others,190,SC,488,92,No,No,0.28,5135,733,1,2015,1
76,244094,0.05,0.02,4251012402,6588,Yes,Bachelor or equivalent,Male,Yes,Married,18,\N,3,2,33,Others,190,SC,488,92,No,No,0.28,2648,662,1,2015,2
78,49052,0.01,0.01,4251017010,6589,Yes,Bachelor or equivalent,Male,No,Single,109,\N,1,4,3,Others,366,NY,88,127,No,No,0.81,4397,879,0,2015,1
78,49052,0.01,0.01,4251017010,6589,Yes,Bachelor or equivalent,Male,No,Single,109,\N,1,4,3,Others,366,NY,88,127,No,No,0.81,2321,580,0,2015,2
78,49052,0.01,0.01,4251017010,6589,Yes,Bachelor or equivalent,Male,No,Single,109,\N,1,4,3,Others,366,NY,88,127,No,No,0.81,500,500,0,2015,3
26,47081,0.03,0.03,4251073410,6590,Yes,Master or equivalent,Male,No,Married,117,\N,3,2,43,Others,226,WI,91,237,No,No,0.02,3497,699,0,2015,1
26,47081,0.03,0.03,4251073410,6590,Yes,Master or equivalent,Male,No,Married,117,\N,3,2,43,Others,226,WI,91,237,No,No,0.02,2949,983,0,2015,2
28,102038,0.06,0.02,4251030897,6591,Yes,PhD or equivalent,Male,Yes,Single,88,\N,0,4,12,Others,403,TN,190,22,No,Yes,0.56,1086,1086,0,2015,1
28,102038,0.06,0.02,4251030897,6591,Yes,PhD or equivalent,Male,Yes,Single,88,\N,0,4,12,Others,403,TN,190,22,No,Yes,0.56,3259,543,0,2015,2
30,156996,0.02,0.02,4251048256,6592,Yes,High School or below,Female,Yes,Married,58,\N,2,6,82,Others,79,OH,290,57,No,No,0.09,3155,450,1,2015,1
30,156996,0.02,0.02,4251048256,6592,Yes,High School or below,Female,Yes,Married,58,\N,2,6,82,Others,79,OH,290,57,No,No,0.09,1408,704,1,2015,2
32,211953,0.06,0.02,4251046761,6593,Yes,High School or below,Female,Yes,Single,29,\N,3,0,51,Others,255,NE,389,92,No,No,0.62,2442,610,0,2015,1
32,211953,0.06,0.02,4251046761,6593,Yes,High School or below,Female,Yes,Single,29,\N,3,0,51,Others,255,NE,389,92,No,No,0.62,3615,723,0,2015,2
32,211953,0.06,0.02,4251046761,6593,Yes,High School or below,Female,Yes,Single,29,\N,3,0,51,Others,255,NE,389,92,No,No,0.62,21,21,0,2015,3
48,209982,0,0.03,4251055046,6594,Yes,High School or below,Female,No,Married,37,\N,1,6,92,Others,115,UT,392,202,No,Yes,0.83,946,473,0,2015,1
48,209982,0,0.03,4251055046,6594,Yes,High School or below,Female,No,Married,37,\N,1,6,92,Others,115,UT,392,202,No,Yes,0.83,3056,1018,0,2015,2
50,14940,0.03,0.03,4251079130,6595,Yes,High School or below,Female,Yes,Single,7,\N,3,0,61,Others,291,OR,492,237,No,No,0.36,2923,730,0,2015,1
50,14940,0.03,0.03,4251079130,6595,Yes,High School or below,Female,Yes,Single,7,\N,3,0,61,Others,291,OR,492,237,No,No,0.36,2336,584,0,2015,2
52,69897,0.07,0.02,4251023440,6596,Yes,High School or below,Female,No,Married,98,\N,0,2,30,Others,468,NH,91,22,No,No,0.89,6347,793,0,2015,1
52,69897,0.07,0.02,4251023440,6596,Yes,High School or below,Female,No,Married,98,\N,0,2,30,Others,468,NH,91,22,No,No,0.89,4055,675,0,2015,2
54,124854,0.03,0.02,4251087632,6597,Yes,Bachelor or equivalent,Male,Yes,Married,69,\N,1,4,0,Others,144,MI,190,57,No,No,0.42,4019,446,0,2015,1
54,124854,0.03,0.02,4251087632,6597,Yes,Bachelor or equivalent,Male,Yes,Married,69,\N,1,4,0,Others,144,MI,190,57,No,No,0.42,5527,690,0,2015,2
57,179812,0.06,0.02,4251012872,6598,Yes,Bachelor or equivalent,Male,Yes,Single,40,\N,2,7,69,Others,320,IA,290,92,No,No,0.95,1720,430,0,2015,1
57,179812,0.06,0.02,4251012872,6598,Yes,Bachelor or equivalent,Male,Yes,Single,40,\N,2,7,69,Others,320,IA,290,92,No,No,0.95,7585,948,0,2015,2
72,177841,0,0.03,4251075910,6599,Yes,Bachelor or equivalent,Male,Yes,Single,47,\N,1,4,9,Others,180,NM,293,202,No,No,0.16,3442,1147,0,2015,1
72,177841,0,0.03,4251075910,6599,Yes,Bachelor or equivalent,Male,Yes,Single,47,\N,1,4,9,Others,180,NM,293,202,No,No,0.16,468,468,0,2015,2
75,232798,0.04,0.03,4251050901,6600,Yes,Master or equivalent,Male,No,Single,18,\N,2,6,79,Others,357,MS,392,237,No,No,0.69,2670,534,0,2015,1
75,232798,0.04,0.03,4251050901,6600,Yes,Master or equivalent,Male,No,Single,18,\N,2,6,79,Others,357,MS,392,237,No,No,0.69,2142,535,0,2015,2
77,37756,0.07,0.02,4251053298,6601,Yes,Master or equivalent,Female,Yes,Married,109,\N,3,0,48,Others,33,KY,492,21,No,No,0.22,3692,738,0,2015,1
77,37756,0.07,0.02,4251053298,6601,Yes,Master or equivalent,Female,Yes,Married,109,\N,3,0,48,Others,33,KY,492,21,No,No,0.22,2356,785,0,2015,2
79,92713,0.03,0.02,4251097950,6602,Yes,PhD or equivalent,Female,No,Single,80,\N,1,3,18,Others,209,FL,91,56,No,Yes,0.75,3779,755,0,2015,1
79,92713,0.03,0.02,4251097950,6602,Yes,PhD or equivalent,Female,No,Single,80,\N,1,3,18,Others,209,FL,91,56,No,Yes,0.75,3551,710,0,2015,2
41,203614,0.01,0.02,4251020425,6603,Yes,High School or below,Male,Yes,Single,18,\N,2,0,36,Technology Related Job,381,HI,288,71,No,No,0.21,758,758,0,2015,1
41,203614,0.01,0.02,4251020425,6603,Yes,High School or below,Male,Yes,Single,18,\N,2,0,36,Technology Related Job,381,HI,288,71,No,No,0.21,3590,897,0,2015,2
29,145700,0.01,0.03,4251047302,6604,Yes,High School or below,Female,Yes,Single,58,\N,0,2,27,Others,245,ME,194,201,No,No,0.5,4444,634,0,2015,1
29,145700,0.01,0.03,4251047302,6604,Yes,High School or below,Female,Yes,Single,58,\N,0,2,27,Others,245,ME,194,201,No,No,0.5,2298,574,0,2015,2
31,200657,0.04,0.03,4251086198,6605,Yes,High School or below,Male,Yes,Married,29,\N,2,4,97,Others,422,HI,293,236,Yes,No,0.03,3908,781,0,2015,1
31,200657,0.04,0.03,4251086198,6605,Yes,High School or below,Male,Yes,Married,29,\N,2,4,97,Others,422,HI,293,236,Yes,No,0.03,1769,884,0,2015,2
33,5614,0,0.02,4251052951,6606,Yes,High School or below,Male,No,Single,0,\N,3,7,66,Others,98,AR,392,21,No,No,0.56,1637,327,0,2015,1
